symbol,name
FCGB,Fidelity Global Core Plus Bond Fund
FCGD,First Colombia Gold Corp.
FCGY,ForecastAgility Corporation
FCH,Franchetti S.p.A.
FCH,Funding Circle Holdings plc
FCHRF,Georg Fischer Ltd.
FCHS,"First Choice Healthcare Solutions, Inc."
FCI,Fujairah Cement Industries P.J.S.C.
FCIB,First Credit And Investment Bank Ltd
FCIC,FCCC Inc.
FCIG,Fidelity Global Investment Grade Bond Fund
FCIL,Fidelity International Low Volatility Fund
FCIM,Fidelity International Momentum Fund
FCIT,F&C Investment Trust plc
FCL,Fineotex Chemical Ltd.
FCL,Fineos Corporation Holdings Plc
FCL,FINEOS Corporation Holdings plc
FCL,Fineotex Chemical Ltd.
FCLI,Full Circle Lithium Corp.
FCLIF,Full Circle Lithium Corp.
FCLOF,Firstwave Cloud Technology Ltd.
FCM,First Class Metals Plc
FCM,Friulchem S.p.A.
FCMC,Société Fermière du Casino.
FCMGF,Firm Capital Mortgage Investment Corporation
FCMO,Fidelity U.S. Momentum ETF
FCN,Fti Consulting Inc.
FCNCA,First Citizens BancShares Inc.
FCNCB,First Citizens BancShares Inc.
FCNCO,First Citizens Bancshares 5.625% Perpetual Preferred Stock
FCNCP,First Citizens Bancshares Preferred Stock 5.375% Perpetual
FCOB,1st Colonial Bancorp Inc.
FCODF,Compagnie de l'Odet S.A.
FCOIY,Leverage Shares PLC           E
FCONSUMER,Future Consumer Ltd.
FCONSUMER,Future Consumer Ltd.
FCP,"Futebol Clube do Porto, Futebol SAD"
FCPB,First Capital Bancshares Inc.
FCPT,Four Corners Property Trust Inc.
FCQ,Fti Consulting Inc.
FCQ,Fti Consulting Inc.
FCQ,Fti Consulting Inc.
FCQ,Fti Consulting Inc.
FCREY,Fletcher Building Limited Sponsored ADR
FCRM,Franklin Credit Management Corporation
FCRX,Crescent Capital BDC Inc. Preferred Stock 5.00%
FCSB,Fidelity Canadian Short Term Bond Fund
FCSMF,Focus Graphite Inc.
FCSSOFT,FCS Software Solutions Ltd.
FCSSOFT,FCS Software Solutions Ltd.
FCSUF,Focus Minerals Ltd.
FCT,Firstwave Cloud Technology Limited
FCT,Firstwave Cloud Technology Limited
FCT,Fincantieri S.p.A.
FCT,F&C Investment Trust plc
FCTI,Fact Inc.
FCUL,Fidelity U.S. Low Volatility Equity Fund
FCUL,Food Culture Inc.
FCUV,Focus Universal Inc.
FCV,FCC Co. Ltd.
FCVFF,FCC Co Ltd
FCX,Freeport-McMoRan Inc.
FCX,Freeport-McMoRan Inc.
FCX,Freeport-McMoRan Inc.
FCX,Freeport-McMoRan Inc.
FCX,Freeport-McMoRan Inc.
FCX,Freeport-McMoRan Inc.
FCXCL,Freeport-McMoRan Inc.
FCXD,Freeport-McMoRan Inc.
FCXXF,First Capital Real Estate Investment Trust
FD,Ford Motor Company
FDA,Fidia S.p.A.
FDBC,Fidelity D&D Bancorp Inc.
FDBH,Founders Bay Holdings
FDBK,Feedback plc
FDBL,Friendable Inc.
FDC,FDC Ltd.
FDC,FDC Ltd.
FDC,Filinvest Development Corporation
FDCFF,Forum Energy Metals Corp.
FDCHF,Funding Circle Holdings Ltd.
FDCT,Fdctech Inc.
FDD,Pilkington Deutschland AG
FDDMF,FDM Group Holdings plc
FDE,Française de l'Énergie SA
FDEI,Fidelis Energy Inc.
FDEM,Fidelity Global Demographics Fund
FDENF,La Française de l'Énergie S.A.
FDETNC,Fordham FNB ETN
FDETNQ,FNB ETF Note on Ford Motor Co. Due November 2025
FDEV,Frontier Developments plc
FDFT,Foodfest International 2000 Inc.
FDHC,Fidelity Holding Corp.
FDI,Findev Inc.
FDJ,La Française des Jeux S.A.
FDJ,La Française des Jeux S.A.
FDK,American States Water Co.
FDK,American States Water Co.
FDK,American States Water Co.
FDK,American States Water Co.
FDK,American States Water Co.
FDK,American States Water Co.
FDLPF,Fondul Proprietatea S.A.
FDM,FDM Group Holdings Plc
FDM,Fresh Del Monte Produce Inc.
FDM,Fresh Del Monte Produce Inc.
FDM,Fresh Del Monte Produce Inc.
FDM,Fresh Del Monte Produce Inc.
FDMDF,4DMedical Ltd.
FDMIF,Founders Metals Inc.
FDMSF,Fandifi Technology Corp.
FDMT,4D Molecular Therapeutics Inc.
FDN,EnerSys
FDN,First Trust Dow Jones Internet Index Fund
FDN,EnerSys
FDN,EnerSys
FDN,EnerSys
FDO,Macy's Inc.
FDO,Macy's Inc.
FDO,Macy's Inc.
FDO,Macy's Inc.
FDO,Macy's Inc.
FDOGF,Friday's Dog Holdings Inc.
FDP,Fd Technologies plc
FDP,Fresh Del Monte Produce Inc.
FDR,Finder Energy Holdings Ltd.
FDR,Founders Metals Inc.
FDR,FINDER FPO
FDR,Covivio S.A.
FDR,Fluidra S.A.
FDRN,Fluidra S.A.
FDRVF,First Derivatives PLC
FDS,FactSet Research Systems Inc.
FDSB,Fifth District Bancorp Inc.
FDSPY,Leverage Shares PLC           E
FDU,"Commercial Vehicle Group, Inc."
FDU,"Commercial Vehicle Group, Inc."
FDU,"Commercial Vehicle Group, Inc."
FDU,"Commercial Vehicle Group, Inc."
FDU,"Commercial Vehicle Group, Inc."
FDUS,Fidus Investment Corporation
FDV,Frontier Digital Ventures Limited
FDV,Frontier Digital Ventures Limited
FDVA,"Freedom Financial Holdings, Inc."
FDVWF,Friedrich Vorwerk Group SE
FDVXF,FenixOro Gold Corp.
FDX,FedEx Corporation
FDX,FedEx Corporation
FDX,FedEx Corporation
FDX,FedEx Corporation
FDX,FedEx Corporation
FDX,FedEx Corporation
FDX,FedEx Corporation
FDX,FedEx Corporation
FDX,FedEx Corporation
FDX,FedEx Corporation
FDX,FedEx Corp.
FDX,FedEx Corporation
FDXD,FedEx Corp.
FDY,Faraday Copper Corp.
FDY,"Shanghai Fudan-Zhangjiang Bio-Pharmaceutical Co., Ltd."
FDY,"Shanghai Fudan-Zhangjiang Bio-Pharmaceutical Co., Ltd."
FDZN,Sonoro Energy Ltd.
FDZN,Sonoro Energy Ltd.
FE,Far East Fame Line DDB Public Company Limited
FE,Linear Minerals Corp.
FE,FirstEnergy Corp.
FE,FirstEnergy Corp.
FEAM,5E Advanced Materials Inc.
FEAT,YieldMax DWF 5 Income ETF
FEAT,Feat Fund Investment L.P.
FEBM,FT Vest US Equity Maximum Buffer February Fund
FEBO,Fenbo Holdings Ltd.
FEBP,PGIM U.S. Large-Cap Buffered 12 Feb Fund
FEBU,AllianzIM U.S. Buffered ETF Feb Series
FEC,Frontera Energy Corporation
FECCF,Frontera Energy Corporation
FECN,Frontera Energy Corporation
FECOF,FEC Resources Inc.
FED,Fast Ejendom Danmark A/S
FEDDERSHOL,Fedders Holding Ltd.
FEDERALBNK,Federal Bank Ltd.
FEDERALBNK,Federal Bank Ltd.
FEDFINA,Fedbank Financial Services Limited
FEDFINA,Fedbank Financial Services Limited
FEDS,Federal Bank Ltd.
FEDU,Four Seasons Education (Cayman) Inc.
FEE,Feerum S.A.
FEEP,Feerum
FEERF,Freeport Resources Inc.
FEES,Federal Grid Company of Unified Energy System PJSC
FEEXF,Ferrexpo Plc
FEEXY,Ferrexpo plc.
FEG,Far East Gold Ltd.
FEG,Far East Gold Limited
FEGAS,WITR MU.AS.I.MIB ETP 2062
FEHTF,Far East Hospitality Trust
FEHZY,Far East Horizon Ltd.
FEIM,Frequency Electronics Inc.
FEIOF,Feintool International Holding AG
FEL,Fe Ltd
FEL,Future Enterprises Ltd.
FEL,Future Enterprises Ltd.
FELDVR,Future Enterprises Ltd.
FELDVR,Future Enterprises Ltd.
FELE,"Franklin Electric Co., Inc."
FELTC,ETC ISSUANCE O.END ETN
FELTF,Fuji Electric Company Ltd.
FELTY,"Fuji Electric Holdings Co., Ltd. Unsponsored ADR"
FEMFF,Linear Minerals Corp.
FEML,Fidelity Emerging Markets Limited
FEMSAUB,"Fomento Económico Mexicano, S.A.B. de C.V."
FEMSAUBD,"Fomento Económico Mexicano, S.A.B. de C.V."
FEMX,Fidelity Global Emerging Markets Fund
FEMY,Femasys Inc.
FEN,Frenkel Topping Group Plc
FENC,Fennec Pharmaceuticals Inc.
FENER,Fenerbahçe Futbol A.Ş.
FENG,Phoenix New Media Limited - ADR
FENX,FenixOro Gold Corp.
FEO,Oceanic Iron Ore Corp.
FEOVF,Oceanic Iron Ore Corp.
FEP,Feper S.A.
FEPASA,Ferrocarril del Pacifico S.A.B. de C.V.
FER,Ferrovial S.A.
FER,Ferrotec Holdings Corporation
FER,Ferrovial S.A.
FER,Ferrovial S.A.
FER,Ferrotec Holdings Corporation
FERAU,Fifth Era Acquisition Corp I Units
FERG,Ferguson Enterprises Inc.
FERG,Ferguson Enterprises Inc.
FERGR,Ferrari Group PLC
FERMENTA,Fermenta Biotech Ltd.
FERN,Fernhill Corporation
FERO,Ferozsons Laboratories Ltd
FERO,Fero Industries Inc.
FERR,Ferrum SA
FERR,Ferrum S.A. de Ceramica y Metales
FERRO,Ferroamp AB
FERTIGLB,Fertiglobe Plc
FERVENTSYN,Fervent Synergies Ltd.
FERZ,Feroze1888 Mills Ltd
FESCO,Future Energy Source Co. Ltd.
FESH,Far Eastern Shipping Co. PLC
FESNF,First Real Estate Investment Trust
FESOL,ETC ISSUANCE O.END ETN
FESTF,Hybrid Kinetic Group Ltd.
FESTI,Festi hf.
FET,Forum Energy Technologies Inc.
FET,Far East Consortium International Limited
FET,Far East Consortium International Limited
FETHA,21SHARES ETHER ETP OE
FETHC,21SHARES ETH CORE ETP OE
FETM,Fentura Financial Inc.
FEU,Far Eastern University
FEV,Fortec Elektronik AG
FEV,Fortec Elektronik AG
FEV,Fortec Elektronik AG
FEV,Fidelity European Trust plc
FEV,Fortec Elektronik AG
FEV,Fortec Elektronik AG
FEVR,Fever-Tree Drinks plc
FEW,Funkwerk AG
FEW,Funkwerk AG
FEW,Funkwerk AG
FEW,Funkwerk AG
FEW,Funkwerk AG
FEWP,Far East Wind Power Corp.
FEX,Fjordland Exploration Inc.
FEX,Ferrexpo plc
FEX,Ferrexpo plc
FEX,Fenix Resources Ltd.
FEX,Ferrexpo plc
FEX,Fenix Resources Limited
FEX,Ferrexpo plc
FEX,Ferrexpo plc
FEXRF,Fenix Resources Ltd.
FEXXF,Fjordland Exploration Inc.
FEY,FuelCell Energy Inc.
FEY,Fuelcell Energy Inc.          R
FEY,Fuelcell Energy Inc.          R
FEY,Fuelcell Energy Inc.          R
FEY,Fuelcell Energy Inc.          R
FF,FutureFuel Corp
FF,First Mining Gold Corp.
FF,Fine Foods & Pharmaceuticals N.T.M. S.p.A.
FFAI,Faraday Future Intelligent Electric Inc.
FFAIW,Faraday Future Intelligent Electric Inc.
FFARM,ForFarmers N.V.
FFARMS,FirstFarms A/S
FFB,Bank OCBC NISP Tbk.
FFB,Bank OCBC NISP Tbk.
FFB,Fortress Real Estate Investment Ltd.
FFBC,First Financial Bancorp.
FFBW,FFBW Inc
FFC,"OAKTREE SPEC.LEND. DL-,01"
FFC,Oaktree Specialty Lending Corp
FFC,Oaktree Specialty Lending Corp.
FFDF,FFD Financial Corporation
FFDI,Fidelity Developed International ETF
FFEA,Faes Farma S.A.
FFEA,Faes Farma S.A.
FFEA,Faes Farma S.A.
FFEA,Faes Farma S.A.
FFEA,Faes Farma S.A.
FFEM,Fidelity Fundamental Emerging Markets ETF
FFF,55 North Mining Inc.
FFF,FORBIDDEN FPO
FFF,Forbidden Foods Ltd.
FFF,Finance for Food S.p.A.
FFG,Fatfish Group Limited
FFG,Fatfish Group Ltd.
FFGX,Fidelity Funds - Global ex-US Fund
FFH,Fifth Third Bancorp
FFH,Fifth Third Bancorp
FFH,Fifth Third Bancorp
FFH,Fifth Third Bancorp
FFH,Fifth Third Bancorp
FFH,Fairfax Financial Holdings Limited
FFHL,Fuwei Films Holdings Co Ltd
FFHMY,"First Financial Holding Co., Ltd."
FFHPF,Fairfax Financial Holdings Ltd.
FFI,Fast Finance S.A.
FFI,F.F.I. Holdings Ltd.
FFI,FFI Holdings Limited
FFIC,Flushing Financial Corp.
FFIE,Faraday Future Intelligent Electric Inc.
FFIEW,Faraday Future Intelligent Electric Inc. Warrant
FFIN,First Financial Bankshares Inc.
FFIP,Fast Finance SA
FFIV,"F5, Inc."
FFIV,"F5, Inc."
FFLM,First Fidelity Leasing Modaraba
FFLO,FreeFlow Inc.
FFM,Firefly Metals Ltd.
FFM,FFMLTD FPO
FFMGF,First Mining Gold Corp.
FFMH,First Farmers and Merchants Corporation
FFMR,First Farmers Financial Corp.
FFNT,4Front Ventures Corp.
FFNTF,4Front Ventures Corp.
FFNW,First Financial Northwest Inc.
FFOX,Firefox Gold Corp.
FFOXF,Firefox Gold Corp.
FFP,Cons First Fund Inc.
FFP,Peugeot Invest S.A.
FFP,Peugeot Invest S.A.
FFP,Peugeot Invest S.A.
FFP,Peugeot Invest S.A.
FFP,Peugeot Invest S.A.
FFPL,Foundry Fuel Products Ltd.
FFPP,Fast Finance Pay Corp.
FFPPD,FAST FINANCE PAY CORP NEW
FFR,Forrester Research Inc.
FFR,Forrester Research Inc.
FFRIF,Seed Innovations Ltd.
FFRMF,Future Farm Technologies Inc.
FFSB,Flekkefjord Sparebank
FFTTF,Fatfish Blockchain Ltd.
FFV,"F5, Inc."
FFV,"F5, Inc."
FFV,"F5, Inc."
FFV,"F5, Inc."
FFV,"F5, Inc."
FFV,"F5, Inc."
FFWC,FFW Corp.
FFWM,First Foundation Inc.
FFX,Fairfax Financial Holdings Limited
FFX,Fairfax Financial Holdings Limited
FFX,Fairfax Financial Holdings Limited
FFX,Fairfax Financial Holdings Limited
FFX,Fairfax Financial Holdings Limited
FFXDF,Fairfax India Holdings Corporation
FFXXF,Fairfax Africa Hldgs Corp
FFZY,Fansfrenzy Corporation
FG,Fasadgruppen Group AB
FG,F&G Annuities & Life Inc.
FG,Falcon Gold Corp.
FGA,Figeac Aero
FGAS,Fire & Gas Detection Technologies Inc.
FGBI,First Guaranty Bancshares Inc.
FGBIP,First Guaranty Bancshares 6.75% Perpetual Preferred Stock
FGBL,Forstrong Global Balanced Fund
FGCO,Financial Gravity Companies Inc.
FGEA,Fidelity Global Quality Income Fund - Acc
FGEB,Fidelity Global Equity Plus Balanced Fund ETF
FGELF,Fujitsu General Ltd.
FGEN,FibroGen Inc.
FGEN,First Gen Corporation
FGEN,FibroGen Inc.
FGEN,Foresight Environmental Infrastructure Ltd
FGENG,First Gen Corporation 7.7808% Perpetual Preferred
FGEP,Fidelity Global Equity ETF
FGETF,Flight Centre Travel Group Limited
FGF,Fundamental Global Inc.
FGFH,"Foresight Financial Group, Inc."
FGFI,First Greenwich Financial Inc.
FGFL,First Growth Funds Ltd.
FGFPP,Fundamental Group Inc. 8% Perpetual Preferred Stock
FGG,Future Generation Global Investment Company Limited
FGH,FORESTAGRP FPO
FGH,Forte Group Holdings Inc
FGH,Foresta Group Holdings Ltd.
FGHFF,Forte Group Holdings Inc.
FGHQF,Frontage Hldgs Corp.
FGI,FGI Industries Ltd.
FGIWW,FGI Industries Ltd.
FGL,Infocus Group Holdings Ltd.
FGL,Founder Group Ltd.
FGL,Finbond Group Ltd.
FGLDA,Amundi Physical Metals PLC    E
FGLDF,Falcon Gold Corp.
FGMC,Fg Merger Ii Corp
FGMCR,Fg Merger II Corp
FGMCU,FG Merger II Corp.
FGMCW,FG Merger Corp.
FGN,F&G Annuities & Life Inc. Preferred Stock 7.95%
FGNV,Forge Innovation Development Corp.
FGOOE,LEVERAGE SHA ETP 2070
FGOVF,Freegold Ventures Ltd.
FGP,FGP Ltd.
FGP,FirstGroup plc
FGPHF,First Graphene Ltd.
FGPN,Ambac Financial Group Inc.
FGPN,Ambac Financial Group Inc.
FGPR,"Ferrellgas Partners, L.P."
FGPRB,"Ferrellgas Partners, L.P."
FGR,First Graphene Ltd.
FGR,FirstGroup plc
FGR,Eiffage S.A.
FGR,First Graphene Limited
FGR,FirstGroup plc
FGR,FirstGroup plc
FGR,Eiffage S.A.
FGR,FirstGroup plc
FGR,FirstGroup plc
FGRO,FT Growth Strength UCITS ETF
FGROF,FirstGroup plc
FGROY,FirstGroup plc
FGRRF,Fingerprint Cards AB
FGRTF,Fingertango Inc.
FGSGF,"Flat Glass Group Co., Ltd."
FGSN,"F&G Annuities & Life, Inc. 7.300% Junior Subordinated Notes due 2065"
FGWLF,Flughafen Wien AG
FGX,Future Generation Investment Company Limited
FGXRP,ETC ISSUANCE O.END ETN
FH,Filament Health Corp
FH,Finance House PJSC
FHB,"First Hawaiian, Inc."
FHBC,Fernhill Beverage Inc.
FHD,Fundusz Hipoteczny Dom S.A.
FHDG,First Trust Exchange-Traded Fund IV - First Trust Horizon Managed Volatility Domestic ETF
FHE,Frontier Energy Ltd.
FHE,Frontier Energy Limited
FHEALT,FHEALT.MI
FHELF,First Helium Inc.
FHGDF,Founder Holdings Ltd.
FHHGF,The Foschini Group Ltd.
FHI,Federated Hermes Inc.
FHL,Freddie Mac
FHL,Freddie Mac
FHL,Freddie Mac
FHL,Freddie Mac
FHL,Freddie Mac
FHLD,Freedom Holdings Inc.
FHLTW,Future Health ESG Corp.
FHN,First Horizon Corporation
FHNG,G.X. FANG+ (Currency Hedged) ETF
FHNGY,The Foschini Group Limited - Unsponsored ADR
FHR,Fiddlehead Resources Corp.
FHRT,First Hartford Corporation
FHS,Freehill Mining Limited
FHS,Freehill Mining Ltd.
FHSEY,"First High-School Education Group Co., Ltd."
FHT,Fabricato SA
FHTX,Foghorn Therapeutics Inc.
FHW,Fernheizwerk Neukoelln AG
FHW,Fernheizwerk Neukoelln AG
FHW,Fernheizwerk Neukoelln AG
FHW,Fernheizwerk Neukoelln AG
FHW,Fernheizwerk Neukoelln AG
FHYD,First Hydrogen Corp
FHYDF,First Hydrogen Corp.
FHZN,Flughafen Zürich AG
FI,Fiserv Inc.
FI,Fiserv Inc.
FIAC,Devvstream Corp.
FIBERWEB,Fiberweb India Ltd.
FIBERWEB,Fiberweb India Ltd.
FIBH,First Bancshares Inc.
FIBI,First International Bank of Israel Ltd.
FIBIH,Fibi Holdings Ltd.
FIBK,First Interstate Bancsystem Inc.
FIC,Fidia S.p.A.
FIC,First Capital S.p.A.
FICO,Fair Isaac Corporation
FICVW,Frontier Investment Corp - Warrants
FID,Fiducian Group Ltd.
FID,Fiducian Group Ltd
FIDS,FNB Inc.
FIE,Fielmann Group AG
FIE,Fielmann Group AG
FIE,Fielmann Group AG
FIE,Fielmann Group AG
FIE,Fielmann Group AG
FIE,Fielmann Group AG
FIE,Fielmann Group AG
FIE,Fielmann Group AG
FIEB,First IC Corporation
FIELF,"Tsuburaya Fields Holdings Co., Ltd."
FIEMIND,Fiem Industries Ltd.
FIEMIND,Fiem Industries Ltd.
FIETH,DDA ETP ETHEREU.O.END ETP
FIFAX,Fifax ABP
FIFG,First Foods Group Inc.
FIG,Finlay Minerals Ltd.
FIG,Finlay Minerals Ltd.
FIGIF,"Fuyao Glass Industry Group Co., Ltd."
FIGOG,Leverage Shares PLC           E
FIGP,Forge Group Inc.
FIGP,Figene Capital SA
FIGS,Figs Inc.
FIH,FIH Group Plc
FIHL,Fidelis Insurance Holdings Limited
FII,Lisi S.A.
FIIFDA,Falcon Invest Falcon Danske Mutual Fund
FIISO,Financial Institutions Inc. Preferred Stock Series B-1 8.48% Perpetual
FIJ,Fiji Kava Ltd
FIL,Fairview International Plc
FIL,Filo Corporation
FIL,Filo Mining Corp
FILA,F.I.L.A. - Fabbrica Italiana Lapis e Affini S.p.A.
FILAF,FILA S.p.A.
FILATEX,Filatex India Ltd.
FILATEX,Filatex India Ltd.
FILATFASH,Filatex Fashions Ltd
FILATFASH,Filatex Fashions Ltd.
FILG,Grayscale Filecoin Trust
FILL,Fillamentum Manufacturing Czech S.R.O.
FILM,Md Entertainment Tbk
FILME,Filmciti Media Ltd.
FILRT,Filinvest REIT Corp
FILTRA,Filtra Consultants & Engineers Ltd.
FIMP,Fimperkasa Utama Tbk. PT
FIN,Finseta PLC
FIN,Grit Metals Corp.
FIN,Fin Resources Ltd.
FIN,Fin Resources Limited
FINA,Fintech Asia Ltd.
FINC,Forstrong Global Income Fund
FINCABLES,Finolex Cables Ltd.
FINCABLES,Finolex Cables Ltd.
FIND,Baselode Energy Corp.
FINDEP,Financiera Independencia S.A.B. de C.V.
FINE,Finepart Sweden AB
FINELINE,Fine Line Circuits Ltd.
FINEORG,Fine Organic Industries Ltd.
FINEORG,Fine Organic Industries Ltd.
FINGF,Finning International Inc.
FINIETF,ICICI Prudential Nifty Financial Services Ex-Bank ETF
FINIETF,ICICI Prudential Nifty Financial Services Ex-Bank ETF
FINKURVE,Finkurve Financial Services Ltd.
FINM,Financière Marjos
FINMF,Leonardo S.p.A.
FINMY,Leonardo S.p.A.
FINN,Fidelity Global Innovators ETF
FINN,First National of Nebraska Inc.
FINOPB,Fino Payments Bank Ltd.
FINOPB,Fino Payments Bank Ltd.
FINPIPE,Finolex Industries Ltd.
FINPIPE,Finolex Industries Ltd.
FINR,FINTECH SCION LIMITED
FINV,FinVolution Group
FINW,FinWise Bancorp
FIORF,Fiore Cannabis Ltd.
FIP,Ftai Infrastructure Inc.
FIPL,Fiplasto S.A.
FIPP,Frontier IP Group plc
FIPP,"Fipp Holdings, Inc."
FIPP,"Fipp Holdings, Inc."
FIR,Pampa Metals Corporation
FIR,Pampa Metals Corporation
FIR,Pampa Metals Corporation
FIR,Pampa Metals Corporation
FIR,Pampa Metals Corporation
FIRE,Bifire S.p.A.
FIRE,Firefly AB
FIRE,Alfa Energi Investama Tbk.
FIRRF,"First Tractor Co., Ltd."
FIRRY,First Tractor Co. Ltd.
FIRS,First Dawood Investment Bank Ltd
FIRST,First Dubai For RE Development
FIRSTCRY,Brainbees Solutions Ltd.
FIRSTCRY,Brainbees Solutions Ltd.
FIRSTFIN,First Fintec Ltd.
FIRSTROCKJMD,First Rock Capital Holdings Ltd
FIS,"Fidelity National Information Services, Inc."
FIS,"Fidelity National Information Services, Inc."
FISCHER,Fischer Medical Ventures Ltd.
FISH,Sailfish Royalty Corp.
FISH,FKS Multi Agro Tbk.
FISI,Financial Institutions Inc.
FISK,Empire State Realty OP L.P.
FISV,"Fiserv, Inc."
FISV,Fiserv Inc.
FISV,"Fiserv, Inc."
FIT,First Hydrogen Corp
FIT,First Hydrogen Corp
FIT,First Hydrogen Corp
FIT,First Hydrogen Corp
FIT,Koios Beverage Corp
FIT,First Hydrogen Corp
FITB,Fifth Third Bancorp
FITBI,Fifth Third Bancorp Preferred Stock 8.29627% Perpetual
FITBO,Fifth Third Bancorp 4.95% Perpetual Preferred Stock Series K
FITBP,Fifth Third Bancorp 6% Perpetual Preferred Stock Series A
FITGF,FIT Hon Teng Limited
FITSF,Koios Beverage Corp.
FITT,Hotel Fitra International Tbk.
FITX,Creative Edge Nutrition Inc.
FIV,Fiserv Inc.
FIV,Fiserv Inc.
FIV,Fiserv Inc.
FIV,Fiserv Inc.
FIV,Fiserv Inc.
FIV,Fiserv Inc.
FIVE,"Five Below, Inc."
FIVE,Five Below Inc.
FIVE,X5 Retail Group N.V.
FIVESTAR,Five-Star Business Finance Limited
FIVESTAR,Five-Star Business Finance Limited
FIVN,Five9 Inc.
FIVN,Five9 Inc.
FIVY,YieldMax Dorsey Wright Hybrid 5 Income ETF
FIX,"Comfort Systems USA, Inc."
FIXED,Fixed Zone AS
FIXP,Fix Price Group PLC
FIXX,Homology Medicines Inc
FIY,Firefox Gold Corp.
FIZN,First Citizens BancShares Inc.
FIZZ,National Beverage Corp.
FIZZ,National Beverage Corp.
FJAN,FT US Equity Buffer UCITS ETF Jan
FJC,"Fujitec Co., Ltd."
FJC,"Fujitec Co., Ltd."
FJE,"Fuji Electric Co., Ltd."
FJE,"Fuji Electric Co., Ltd."
FJE,"Fuji Electric Co., Ltd."
FJE,"Fuji Electric Co., Ltd."
FJG,"Electric Power Development Co., Ltd."
FJG,"Electric Power Development Co., Ltd."
FJG,"Electric Power Development Co., Ltd."
FJG,"Electric Power Development Co., Ltd."
FJI,Fujifilm Holdings Corporation
FJI,Fujifilm Holdings Corporation
FJI,Fujifilm Holdings Corporation
FJI,Fujifilm Holdings Corporation
FJI,Fujifilm Holdings Corporation
FJI,Fujifilm Holdings Corporation
FJIA,Fujifilm Holdings Corporation Unsponsored ADR
FJIA,Fujifilm Holdings Corporation Unsponsored ADR
FJIA,Fujifilm Holdings Corporation Unsponsored ADR
FJIOF,"Fujicco Co., Ltd."
FJK,Fujikura Ltd.
FJK,Fujikura Ltd.
FJK,Fujikura Ltd.
FJK,Fujikura Ltd.
FJLLF,Fuji Oil Holdings Inc.
FJOLF,"Fuji Oil Company, Ltd."
FJT,Fuji Soft Inc.
FJT,Fuji Soft Inc.
FJTCY,"Fujitec Co.,Ltd."
FJTNF,Fuji Media Holdings Inc.
FJTNY,Fuji Media Holdings Inc. ADR
FJTSF,Fujitsu Ltd.
FJTSY,Fujitsu Limited - Unsponsored ADR
FJV,Concurrent Technologies PLC
FJV,Concurrent Technologies PLC
FJV,Concurrent Technologies PLC
FJY,Acrux Ltd.
FJZ,"Zijin Mining Group Co., Ltd."
FJZ,"Zijin Mining Group Co., Ltd."
FJZ,"Zijin Mining Group Co., Ltd."
FJZ,"Zijin Mining Group Co., Ltd."
FJZ,"Zijin Mining Group Co., Ltd."
FJZB,Zijin Mining Group Co. Ltd Unsponsored ADR
FKA,"Furukawa Electric Co., Ltd."
FKA,"Furukawa Electric Co., Ltd."
FKA,"Furukawa Electric Co., Ltd."
FKA,Frauental Holding AG
FKA,"Furukawa Electric Co., Ltd."
FKA,Frauental Holding AG
FKCIF,Fukui Computer Holdings Inc.
FKD,Fabryka Konstrukcji Drewnianych S.A.
FKE,Fiske plc
FKG,China Everbright Environment Group Limited
FKKEF,Charter Hall Social Infrastructure REIT
FKKFF,"Fukuoka Financial Group, Inc."
FKKFY,"Fukuoka Financial Group, Inc. ADR"
FKM,Aker ASA
FKM,Aker ASA
FKM,Aker ASA
FKM,Aker ASA
FKM,Fokus Mining Corporation
FKM,Aker ASA
FKMCF,Fokus Mining Corporation
FKRAF,Fiskars Oyj Abp
FKSHF,"Fukushima Galilei Co., Ltd."
FKST,Flowerkist Skin Care Cosmeti Inc.
FKTA,Nomura Asian Bonds Fund
FKURF,Fujikura Ltd.
FKWL,Franklin Wireless Corp
FKYS,First Keystone Corporation
FL,"Foot Locker, Inc."
FL,"Foot Locker, Inc."
FL,Frontier Lithium Inc.
FLAC,Frazier Lifesciences Acquisition Corporation
FLAF,Farm Lands of Africa Ltd.
FLAG,"First Light Acquisition Group, Inc."
FLAI,Flewber Global Inc.
FLAIR,Flair Writing Industries Ltd.
FLAIR,Flair Writing Industries Ltd.
FLAO,Flaros S.A. Bucuresti
FLAP,Flap Kongre Toplantı Hizmetleri A.Ş.
FLB,Standard Biotools Inc.
FLB,Standard Biotools Inc.
FLB,Standard Biotools Inc.
FLB,Standard Biotools Inc.
FLB,Standard Biotools Inc.
FLC,Fluence Corporation Limited
FLC,Fluence Corporation Ltd.
FLCN,Falcon Energy Materials plc
FLCX,Flooidcx Corp
FLD,FTAC Emerald Acquisition Corp.
FLDAY,Fluidra S.A.
FLDB,Fidelity Low Duration Bond ETF
FLDD,FTAC Emerald Acquisition Corp.
FLDDU,FTAC Emerald Acquisition Corp.
FLDDW,FTAC Emerald Acquisition Corp
FLDI,Folkup Development Inc.
FLDYY,Fields Corporation Unsponsored ADR
FLERIE,Flerie AB
FLES,Auto Parts 4Less Group Inc.
FLEW,Fleetwood Bank Corporation
FLEX,Flex Ltd.
FLEXD,Flexdeal S.A.
FLEXFO,Flex Foods Ltd.
FLEXITUFF,Flexituff Ventures International Ltd.
FLEXITUFF,Flexituff Ventures International Limited
FLEXM,Flexion Mobile Plc
FLEXN,Flex Ltd.
